Adj Price,Date,Day-1996
18.31,1998.767,12.767
19.57,1998.769,12.769
19.95,1998.778,12.778
19.51,1998.78,12.78
19.28,1998.783,12.783
19.74,1998.786,12.786
19.55,1998.789,12.789
19.85,1998.797,12.797
19.74,1998.799,12.799
20.33,1998.802,12.802
20.4,1998.805,12.805
20.37,1998.808,12.808
20.77,1998.816,12.816
20.39,1998.819,12.819
20.83,1998.821,12.821
20.95,1998.824,12.824
20.82,1998.827,12.827
21.44,1998.835,12.835
21.12,1998.838,12.838
22.15,1998.841,12.841
21.96,1998.843,12.843
22.29,1998.846,12.846
22.42,1998.854,12.854
22.79,1998.857,12.857
24.22,1998.86,12.86
23.99,1998.862,12.862
24.23,1998.865,12.865
24.96,1998.873,12.873
25.34,1998.876,12.876
25.66,1998.879,12.879
26.36,1998.882,12.882
26.18,1998.884,12.884
26.53,1998.893,12.893
25.8,1998.895,12.895
25.64,1998.898,12.898
25.69,1998.903,12.903
25.14,1998.912,12.912
26.86,1998.914,12.914
26.53,1998.917,12.917
25.58,1998.92,12.92
27.17,1998.923,12.923
27.78,1998.931,12.931
28.04,1998.934,12.934
27.84,1998.936,12.936
26.77,1998.939,12.939
27.2,1998.942,12.942
26.06,1998.95,12.95
27.08,1998.953,12.953
26.66,1998.956,12.956
27.3,1998.958,12.958
28.03,1998.961,12.961
28.66,1998.969,12.969
27.81,1998.972,12.972
29.2,1998.975,12.975
29.2,1998.977,12.977
28.53,1998.988,12.988
28.28,1998.991,12.991
27.84,1998.994,12.994
27.69,1998.997,12.997
28.22,1999.008,13.008
28.79,1999.01,13.01
30.25,1999.013,13.013
30.19,1999.016,13.016
30.29,1999.018,13.018
32.64,1999.027,13.027
31.66,1999.029,13.029
32.47,1999.032,13.032
31.24,1999.035,13.035
31.62,1999.038,13.038
32.56,1999.049,13.049
32.29,1999.051,13.051
31.18,1999.054,13.054
30.1,1999.057,13.057
30.51,1999.065,13.065
31.99,1999.068,13.068
31.01,1999.07,13.07
32.05,1999.073,13.073
32.92,1999.076,13.076
32.21,1999.084,13.084
31.45,1999.087,13.087
32.41,1999.09,13.09
30.41,1999.092,13.092
29.81,1999.095,13.095
30.85,1999.103,13.103
29.28,1999.106,13.106
30.1,1999.109,13.109
31.14,1999.112,13.112
29.56,1999.114,13.114
29.53,1999.125,13.125
29.12,1999.128,13.128
29.94,1999.131,13.131
29.93,1999.133,13.133
31.04,1999.142,13.142
31.37,1999.144,13.144
30.47,1999.147,13.147
29.85,1999.15,13.15
28.03,1999.153,13.153
27.36,1999.161,13.161
25.66,1999.164,13.164
26.8,1999.166,13.166
26.49,1999.169,13.169
26.79,1999.172,13.172
27.95,1999.18,13.18
26.95,1999.183,13.183
27.31,1999.185,13.185
27.6,1999.188,13.188
27.63,1999.191,13.191
27.54,1999.199,13.199
28.13,1999.202,13.202
28.16,1999.205,13.205
28.47,1999.207,13.207
27.81,1999.21,13.21
26.9,1999.218,13.218
26.77,1999.221,13.221
27.87,1999.224,13.224
27.56,1999.227,13.227
27.27,1999.229,13.229
28.41,1999.238,13.238
28.41,1999.24,13.24
27.78,1999.243,13.243
28.25,1999.246,13.246
29.8,1999.257,13.257
30.48,1999.259,13.259
30.88,1999.262,13.262
30.63,1999.265,13.265
30.57,1999.268,13.268
28.63,1999.276,13.276
28.28,1999.279,13.279
26.64,1999.281,13.281
27.31,1999.284,13.284
26.76,1999.287,13.287
25.94,1999.295,13.295
26.43,1999.298,13.298
27.31,1999.3,13.3
28.74,1999.303,13.303
28.86,1999.306,13.306
30.12,1999.314,13.314
29.09,1999.317,13.317
28.6,1999.32,13.32
28.42,1999.322,13.322
28.6,1999.325,13.325
29.51,1999.333,13.333
28.83,1999.336,13.336
29.93,1999.339,13.339
27.91,1999.342,13.342
28.5,1999.344,13.344
28.35,1999.352,13.352
29.14,1999.355,13.355
29.23,1999.358,13.358
28.08,1999.361,13.361
27.12,1999.363,13.363
27.79,1999.372,13.372
27.56,1999.374,13.374
27.91,1999.377,13.377
26.98,1999.38,13.38
26.65,1999.383,13.383
26.16,1999.391,13.391
24.73,1999.394,13.394
24.17,1999.396,13.396
24.84,1999.399,13.399
25.28,1999.402,13.402
23.7,1999.413,13.413
24.29,1999.415,13.415
23.61,1999.418,13.418
24.87,1999.421,13.421
24.99,1999.429,13.429
24.17,1999.432,13.432
24.84,1999.435,13.435
25.9,1999.437,13.437
25.46,1999.44,13.44
25.43,1999.448,13.448
26.04,1999.451,13.451
27.91,1999.454,13.454
27.12,1999.457,13.457
25.69,1999.459,13.459
26.56,1999.467,13.467
26.04,1999.47,13.47
26.45,1999.473,13.473
25.75,1999.476,13.476
25.86,1999.478,13.478
26.65,1999.487,13.487
27.71,1999.489,13.489
27.82,1999.492,13.492
29.4,1999.495,13.495
29.69,1999.498,13.498
29.87,1999.509,13.509
30.1,1999.511,13.511
30.75,1999.514,13.514
30.98,1999.517,13.517
30.6,1999.525,13.525
30.57,1999.528,13.528
31.8,1999.53,13.53
31.65,1999.533,13.533
31.39,1999.536,13.536
31.59,1999.544,13.544
30.37,1999.547,13.547
30.66,1999.55,13.55
29.87,1999.552,13.552
30.02,1999.555,13.555
29.4,1999.563,13.563
31.59,1999.566,13.566
32.88,1999.569,13.569
32.5,1999.572,13.572
32.26,1999.574,13.574
33.34,1999.582,13.582
34.11,1999.585,13.585
34.06,1999.588,13.588
33.42,1999.591,13.591
33.48,1999.593,13.593
34.36,1999.602,13.602
33.56,1999.604,13.604
35.55,1999.607,13.607
35.52,1999.61,13.61
37.31,1999.613,13.613
36.75,1999.621,13.621
36.96,1999.624,13.624
36.72,1999.626,13.626
36.17,1999.629,13.629
37.4,1999.632,13.632
38.8,1999.64,13.64
38.88,1999.643,13.643
39.15,1999.645,13.645
37.92,1999.648,13.648
38.83,1999.651,13.651
38.48,1999.659,13.659
38.45,1999.662,13.662
39.03,1999.665,13.665
39.91,1999.667,13.667
41.78,1999.67,13.67
40.99,1999.681,13.681
40.2,1999.684,13.684
41.05,1999.687,13.687
40.87,1999.689,13.689
39.47,1999.697,13.697
40.14,1999.7,13.7
38.83,1999.703,13.703
38.65,1999.706,13.706
39.59,1999.708,13.708
39.32,1999.717,13.717
38.36,1999.719,13.719
38.74,1999.722,13.722
36.25,1999.725,13.725
35.4,1999.728,13.728
36.58,1999.736,13.736
36.25,1999.739,13.739
35.17,1999.741,13.741
34.76,1999.744,13.744
35.06,1999.747,13.747
36.02,1999.755,13.755
35.64,1999.758,13.758
35.99,1999.76,13.76
35.37,1999.763,13.763
35.41,1999.766,13.766
35.79,1999.774,13.774
35.88,1999.777,13.777
33.74,1999.78,13.78
34.31,1999.782,13.782
33.15,1999.785,13.785
32.45,1999.793,13.793
30.46,1999.796,13.796
32.72,1999.799,13.799
33.54,1999.802,13.802
34.36,1999.804,13.804
33.33,1999.812,13.812
33.42,1999.815,13.815
32.48,1999.818,13.818
33.77,1999.821,13.821
36.23,1999.823,13.823
35.55,1999.832,13.832
36.25,1999.834,13.834
37.32,1999.837,13.837
38.17,1999.84,13.84
38.55,1999.843,13.843
38.43,1999.851,13.851
37.47,1999.854,13.854
36.97,1999.856,13.856
37.18,1999.859,13.859
35.66,1999.862,13.862
34.66,1999.87,13.87
35.83,1999.873,13.873
34.98,1999.875,13.875
36.74,1999.878,13.878
37.38,1999.881,13.881
37.67,1999.889,13.889
36.97,1999.892,13.892
38.46,1999.895,13.895
37.56,1999.9,13.9
36.94,1999.908,13.908
35.89,1999.911,13.911
35.71,1999.914,13.914
36.3,1999.916,13.916
36.83,1999.919,13.919
36.44,1999.927,13.927
36.12,1999.93,13.93
34.86,1999.933,13.933
34.28,1999.936,13.936
33.81,1999.938,13.938
34.66,1999.947,13.947
33.9,1999.949,13.949
36.94,1999.952,13.952
37.56,1999.955,13.955
38.4,1999.958,13.958
37.93,1999.966,13.966
38.78,1999.969,13.969
38.61,1999.971,13.971
38.9,1999.974,13.974
39.81,1999.985,13.985
38.84,1999.988,13.988
39.25,1999.99,13.99
39.17,1999.993,13.993
38.52,1999.996,13.996
40.71,2000.004,14.004
38.81,2000.007,14.007
39.13,2000.01,14.01
36.85,2000.012,14.012
38.37,2000.015,14.015
40.13,2000.023,14.023
41.97,2000.026,14.026
42.7,2000.029,14.029
42.61,2000.031,14.031
48.23,2000.034,14.034
47.79,2000.045,14.045
46.83,2000.048,14.048
44.75,2000.051,14.051
45.83,2000.053,14.053
46.24,2000.062,14.062
47.53,2000.064,14.064
45.16,2000.067,14.067
45.92,2000.07,14.07
43.99,2000.073,14.073
46.3,2000.081,14.081
47.47,2000.084,14.084
46.83,2000.086,14.086
48.77,2000.089,14.089
49.04,2000.092,14.092
50.53,2000.1,14.1
50.94,2000.103,14.103
48.97,2000.105,14.105
50.38,2000.108,14.108
49.56,2000.111,14.111
51.43,2000.119,14.119
52.43,2000.122,14.122
50.18,2000.125,14.125
51.49,2000.127,14.127
49.33,2000.13,14.13
49.97,2000.141,14.141
51.05,2000.144,14.144
53.48,2000.146,14.146
53.01,2000.149,14.149
52.6,2000.157,14.157
52.9,2000.16,14.16
54.24,2000.163,14.163
54.18,2000.166,14.166
55.82,2000.168,14.168
54.94,2000.177,14.177
54.18,2000.179,14.179
53.81,2000.182,14.182
55.41,2000.185,14.185
56.26,2000.188,14.188
57.17,2000.196,14.196
55.18,2000.198,14.198
56.26,2000.201,14.201
58.54,2000.204,14.204
60.8,2000.207,14.207
63.2,2000.215,14.215
64.81,2000.218,14.218
67.44,2000.22,14.22
66.77,2000.223,14.223
65.1,2000.226,14.226
66.8,2000.234,14.234
63.52,2000.237,14.237
61.74,2000.24,14.24
59.45,2000.242,14.242
61.76,2000.245,14.245
61.15,2000.253,14.253
62.14,2000.256,14.256
60.8,2000.259,14.259
60.77,2000.261,14.261
64.04,2000.264,14.264
61.38,2000.272,14.272
61.21,2000.275,14.275
57.05,2000.278,14.278
56.7,2000.281,14.281
51.73,2000.283,14.283
57.58,2000.292,14.292
60.39,2000.294,14.294
55.73,2000.297,14.297
54.01,2000.3,14.3
54.36,2000.311,14.311
58.51,2000.313,14.313
56.55,2000.316,14.316
58.66,2000.319,14.319
59.36,2000.322,14.322
59.51,2000.33,14.33
56.73,2000.333,14.333
55.75,2000.335,14.335
55.98,2000.338,14.338
57.77,2000.341,14.341
55.07,2000.349,14.349
54.76,2000.352,14.352
49.66,2000.355,14.355
54.11,2000.357,14.357
53.85,2000.36,14.36
55.31,2000.368,14.368
57.06,2000.371,14.371
57.68,2000.374,14.374
58.03,2000.376,14.376
55.19,2000.379,14.379
55.42,2000.387,14.387
51.44,2000.39,14.39
54.96,2000.393,14.393
53.94,2000.396,14.396
55.05,2000.398,14.398
58.88,2000.409,14.409
58.38,2000.412,14.412
60.73,2000.415,14.415
62.83,2000.418,14.418
62.07,2000.426,14.426
60.66,2000.428,14.428
60.37,2000.431,14.431
59.09,2000.434,14.434
59.49,2000.437,14.437
58.56,2000.445,14.445
61.57,2000.448,14.448
59.2,2000.45,14.45
60.05,2000.453,14.453
59.03,2000.456,14.456
63.91,2000.464,14.464
64.76,2000.467,14.467
65.08,2000.47,14.47
62.77,2000.472,14.472
62.92,2000.475,14.475
62.83,2000.483,14.483
61.52,2000.486,14.486
61.98,2000.489,14.489
61.69,2000.491,14.491
62.6,2000.494,14.494
64.09,2000.502,14.502
61.63,2000.508,14.508
63.97,2000.511,14.511
65.23,2000.513,14.513
64.53,2000.522,14.522
65,2000.524,14.524
66.11,2000.527,14.527
67.05,2000.53,14.53
68.69,2000.533,14.533
68.51,2000.541,14.541
66.96,2000.543,14.543
64.68,2000.546,14.546
66.81,2000.549,14.549
64.71,2000.552,14.552
64.62,2000.56,14.56
65.96,2000.563,14.563
65.08,2000.565,14.565
64.15,2000.568,14.568
60.46,2000.571,14.571
62.51,2000.579,14.579
60.51,2000.582,14.582
59.29,2000.585,14.585
60.95,2000.587,14.587
58.6,2000.59,14.59
58.96,2000.598,14.598
57.73,2000.601,14.601
59.54,2000.604,14.604
58.08,2000.606,14.606
59.78,2000.609,14.609
62.71,2000.617,14.617
63.58,2000.62,14.62
63.76,2000.623,14.623
65.63,2000.626,14.626
66.1,2000.628,14.628
67.5,2000.637,14.637
67.56,2000.639,14.639
69.9,2000.642,14.642
69.55,2000.645,14.645
68.33,2000.648,14.648
69.2,2000.656,14.656
69.38,2000.658,14.658
68.85,2000.661,14.661
70.14,2000.664,14.664
69.26,2000.667,14.667
64.87,2000.678,14.678
61.55,2000.68,14.68
63.18,2000.683,14.683
61.24,2000.686,14.686
60.6,2000.694,14.694
60.83,2000.697,14.697
57.38,2000.7,14.7
55.86,2000.702,14.702
53.88,2000.705,14.705
52.28,2000.713,14.713
56.56,2000.716,14.716
59.07,2000.719,14.719
57.59,2000.721,14.721
44.91,2000.724,14.724
42.51,2000.732,14.732
40.57,2000.735,14.735
41.11,2000.738,14.738
41.63,2000.741,14.741
38.93,2000.743,14.743
37.59,2000.752,14.752
37.76,2000.754,14.754
39.34,2000.757,14.757
38.41,2000.76,14.76
37.41,2000.762,14.762
36.59,2000.771,14.771
35.18,2000.773,14.773
33.14,2000.776,14.776
34.78,2000.779,14.779
37.83,2000.782,14.782
33.43,2000.79,14.79
33.9,2000.793,14.793
35.78,2000.795,14.795
39.29,2000.798,14.798
40.34,2000.801,14.801
40.57,2000.809,14.809
39.34,2000.812,14.812
38.7,2000.815,14.815
41.86,2000.817,14.817
43.45,2000.82,14.82
42.15,2000.828,14.828
42.15,2000.831,14.831
42.04,2000.834,14.834
43.74,2000.836,14.836
43.05,2000.839,14.839
43.63,2000.847,14.847
43.29,2000.85,14.85
40.01,2000.853,14.853
38.78,2000.856,14.856
34.68,2000.858,14.858
35.79,2000.867,14.867
38.37,2000.869,14.869
38.89,2000.872,14.872
37.49,2000.875,14.875
38.89,2000.877,14.877
38.55,2000.886,14.886
39.95,2000.888,14.888
38.6,2000.891,14.891
41.18,2000.897,14.897
41.18,2000.905,14.905
39.39,2000.908,14.908
40.06,2000.91,14.91
35.67,2000.913,14.913
31.99,2000.916,14.916
30.87,2000.924,14.924
33.74,2000.927,14.927
29.76,2000.93,14.93
30.28,2000.932,14.932
31.86,2000.935,14.935
35.09,2000.943,14.943
34.21,2000.946,14.946
33.27,2000.949,14.949
32.92,2000.951,14.951
30.4,2000.954,14.954
31.16,2000.962,14.962
31.34,2000.965,14.965
29.93,2000.968,14.968
31.05,2000.971,14.971
30.87,2000.973,14.973
30.81,2000.984,14.984
30.51,2000.987,14.987
29,2000.99,14.99
28.17,2000.992,14.992
29.11,2001.003,15.003
32.08,2001.006,15.006
31.68,2001.009,15.009
30.05,2001.012,15.012
29.93,2001.02,15.02
30.22,2001.023,15.023
30.93,2001.025,15.025
31.28,2001.028,15.028
30.11,2001.031,15.031
29.4,2001.042,15.042
28.58,2001.044,15.044
30.17,2001.047,15.047
31.45,2001.05,15.05
31.28,2001.058,15.058
33.16,2001.061,15.061
33.97,2001.064,15.064
32.33,2001.066,15.066
33.63,2001.069,15.069
34.73,2001.077,15.077
34.68,2001.08,15.08
34.68,2001.083,15.083
35.43,2001.086,15.086
33.45,2001.088,15.088
32.53,2001.097,15.097
33.23,2001.099,15.099
32.76,2001.102,15.102
32.47,2001.105,15.105
31.41,2001.107,15.107
32.41,2001.116,15.116
30.42,2001.118,15.118
32,2001.121,15.121
33.58,2001.124,15.124
32.24,2001.127,15.127
29.48,2001.138,15.138
28.83,2001.14,15.14
28.13,2001.143,15.143
28.07,2001.146,15.146
27.66,2001.154,15.154
27.19,2001.157,15.157
26.78,2001.159,15.159
27.31,2001.162,15.162
27.48,2001.165,15.165
28.48,2001.173,15.173
29.54,2001.176,15.176
30.89,2001.179,15.179
31.18,2001.181,15.181
27.61,2001.184,15.184
26.02,2001.192,15.192
27.54,2001.195,15.195
27.25,2001.198,15.198
26.72,2001.201,15.201
26.13,2001.203,15.203
25.37,2001.211,15.211
23.09,2001.214,15.214
23.97,2001.217,15.217
26.9,2001.22,15.22
27.01,2001.222,15.222
26.55,2001.231,15.231
27.54,2001.233,15.233
25.26,2001.236,15.236
24.91,2001.239,15.239
24.67,2001.242,15.242
24.19,2001.25,15.25
23.44,2001.253,15.253
21.21,2001.255,15.255
24.02,2001.258,15.258
22.15,2001.261,15.261
21.75,2001.269,15.269
23.23,2001.272,15.272
25.81,2001.274,15.274
26.37,2001.277,15.277
24.66,2001.288,15.288
24.42,2001.291,15.291
29.33,2001.294,15.294
30.47,2001.296,15.296
30.41,2001.299,15.299
28.43,2001.307,15.307
27.32,2001.31,15.31
27.22,2001.313,15.313
26.86,2001.316,15.316
28.3,2001.318,15.318
28.98,2001.326,15.326
29.24,2001.329,15.329
29.95,2001.332,15.332
28.52,2001.335,15.335
28.97,2001.337,15.337
29.24,2001.346,15.346
29.54,2001.348,15.348
28.08,2001.351,15.351
27.22,2001.354,15.354
26.22,2001.357,15.357
25.72,2001.365,15.365
25.52,2001.368,15.368
26.61,2001.37,15.37
26.83,2001.373,15.373
26.98,2001.376,15.376
28.05,2001.384,15.384
27.71,2001.387,15.387
27.02,2001.389,15.389
27.41,2001.392,15.392
27.3,2001.395,15.395
26.13,2001.406,15.406
24.96,2001.409,15.409
25.34,2001.411,15.411
26.97,2001.414,15.414
26.74,2001.422,15.422
27.9,2001.425,15.425
27.98,2001.428,15.428
29.22,2001.431,15.431
28.78,2001.433,15.433
28.46,2001.441,15.441
28.27,2001.444,15.444
27.27,2001.447,15.447
25.91,2001.45,15.45
25.97,2001.452,15.452
25.85,2001.461,15.461
25.02,2001.463,15.463
25.79,2001.466,15.466
25.59,2001.469,15.469
25.81,2001.472,15.472
26.82,2001.48,15.48
27.18,2001.483,15.483
26.88,2001.485,15.485
27.81,2001.488,15.488
27.44,2001.491,15.491
28.2,2001.499,15.499
28.58,2001.502,15.502
28,2001.507,15.507
26.68,2001.51,15.51
27.12,2001.518,15.518
26.07,2001.521,15.521
26.33,2001.524,15.524
28.24,2001.526,15.526
28.33,2001.529,15.529
27.33,2001.537,15.537
28.05,2001.54,15.54
27.11,2001.543,15.543
28.11,2001.546,15.546
28.08,2001.548,15.548
27.21,2001.556,15.556
27.1,2001.559,15.559
27.6,2001.562,15.562
27.94,2001.565,15.565
27.42,2001.567,15.567
27.25,2001.576,15.576
27.97,2001.578,15.578
28.85,2001.581,15.581
30.13,2001.584,15.584
29.74,2001.587,15.587
28.43,2001.595,15.595
28.75,2001.598,15.598
27.8,2001.6,15.6
27.84,2001.603,15.603
28.12,2001.606,15.606
28.69,2001.614,15.614
28.49,2001.617,15.617
27.96,2001.619,15.619
28.32,2001.622,15.622
26.35,2001.625,15.625
26.48,2001.633,15.633
25.42,2001.636,15.636
26.25,2001.639,15.639
25.98,2001.641,15.641
27.3,2001.644,15.644
27.37,2001.652,15.652
26.77,2001.655,15.655
26.38,2001.658,15.658
25.47,2001.661,15.661
26.25,2001.663,15.663
25.21,2001.674,15.674
25.79,2001.677,15.677
24.5,2001.68,15.68
24.31,2001.682,15.682
24.48,2001.691,15.691
22.15,2001.71,15.71
22.04,2001.713,15.713
20.92,2001.715,15.715
19.41,2001.718,15.718
18.12,2001.721,15.721
20.01,2001.729,15.729
20.35,2001.732,15.732
19.62,2001.734,15.734
19.29,2001.737,15.737
19.19,2001.74,15.74
18.79,2001.748,15.748
18.35,2001.751,15.751
19.93,2001.754,15.754
20.23,2001.756,15.756
20.62,2001.759,15.759
20.88,2001.767,15.767
20.14,2001.77,15.77
21.65,2001.773,15.773
23.01,2001.775,15.775
23.49,2001.778,15.778
22.89,2001.786,15.786
23.43,2001.789,15.789
23.07,2001.792,15.792
22.58,2001.795,15.795
22.67,2001.797,15.797
23.75,2001.806,15.806
23.47,2001.808,15.808
23.92,2001.811,15.811
24.5,2001.814,15.814
24.28,2001.817,15.817
22.7,2001.825,15.825
22.1,2001.828,15.828
22.93,2001.83,15.83
24.35,2001.833,15.833
24.69,2001.836,15.836
25.33,2001.844,15.844
26.54,2001.847,15.847
26.58,2001.849,15.849
26.57,2001.852,15.852
26.2,2001.855,15.855
26.67,2001.863,15.863
28.23,2001.866,15.866
29.43,2001.869,15.869
28.92,2001.871,15.871
28.78,2001.874,15.874
29.12,2001.882,15.882
28.14,2001.885,15.885
28.95,2001.888,15.888
29.18,2001.893,15.893
29.94,2001.901,15.901
30.36,2001.904,15.904
29.84,2001.907,15.907
30.37,2001.91,15.91
30.69,2001.912,15.912
30.1,2001.921,15.921
30.87,2001.923,15.923
32.52,2001.926,15.926
32.1,2001.929,15.929
31.23,2001.932,15.932
30.96,2001.94,15.94
31.18,2001.943,15.943
32.02,2001.945,15.945
30.6,2001.948,15.948
31.26,2001.951,15.951
31.92,2001.959,15.959
31.77,2001.962,15.962
31.05,2001.964,15.964
30.05,2001.967,15.967
30.45,2001.97,15.97
30.09,2001.978,15.978
30.34,2001.984,15.984
30.7,2001.986,15.986
30.29,2001.989,15.989
29.55,2001.997,15.997
31.01,2002.003,16.003
33.37,2002.005,16.005
33.63,2002.008,16.008
33.14,2002.016,16.016
33.43,2002.019,16.019
33.22,2002.022,16.022
32.56,2002.025,16.025
32.46,2002.027,16.027
32.73,2002.036,16.036
32.58,2002.038,16.038
31.67,2002.041,16.041
32.44,2002.044,16.044
31.46,2002.047,16.047
29.78,2002.057,16.057
30.49,2002.06,16.06
31.19,2002.063,16.063
31.65,2002.066,16.066
31.87,2002.074,16.074
30.71,2002.077,16.077
31.81,2002.079,16.079
32.92,2002.082,16.082
32.58,2002.085,16.085
31.93,2002.093,16.093
31.78,2002.096,16.096
30.95,2002.099,16.099
30.38,2002.101,16.101
30.57,2002.104,16.104
31.56,2002.112,16.112
31,2002.115,16.115
31.38,2002.118,16.118
31.34,2002.12,16.12
30.36,2002.123,16.123
29.46,2002.134,16.134
29.56,2002.137,16.137
27.72,2002.14,16.14
27.76,2002.142,16.142
29.16,2002.151,16.151
28.22,2002.153,16.153
28.1,2002.156,16.156
26.84,2002.159,16.159
29.13,2002.162,16.162
29.94,2002.17,16.17
30.74,2002.172,16.172
30.99,2002.175,16.175
31.01,2002.178,16.178
32.12,2002.181,16.181
31.42,2002.189,16.189
31.01,2002.192,16.192
29.46,2002.194,16.194
29.12,2002.197,16.197
29.84,2002.2,16.2
29.73,2002.208,16.208
29.82,2002.211,16.211
28.7,2002.214,16.214
29.52,2002.216,16.216
28.76,2002.219,16.219
28.2,2002.227,16.227
28.93,2002.23,16.23
28.59,2002.233,16.233
28.59,2002.235,16.235
29.3,2002.246,16.246
28.23,2002.249,16.249
28.08,2002.252,16.252
28.76,2002.255,16.255
28.25,2002.257,16.257
28.14,2002.266,16.266
26.76,2002.268,16.268
27.51,2002.271,16.271
27.21,2002.274,16.274
26.69,2002.277,16.277
26.43,2002.285,16.285
27.74,2002.287,16.287
28.81,2002.29,16.29
28.63,2002.293,16.293
28.3,2002.296,16.296
28.26,2002.304,16.304
27.77,2002.307,16.307
27.18,2002.309,16.309
27.35,2002.312,16.312
26.44,2002.315,16.315
26.36,2002.323,16.323
26.9,2002.326,16.326
26.92,2002.329,16.329
26.2,2002.331,16.331
24.99,2002.334,16.334
24.25,2002.342,16.342
24.6,2002.345,16.345
27.26,2002.348,16.348
26.57,2002.35,16.35
25.41,2002.353,16.353
26.83,2002.361,16.361
28.37,2002.364,16.364
28.45,2002.367,16.367
28.95,2002.37,16.37
29.35,2002.372,16.372
28.4,2002.381,16.381
27.35,2002.383,16.383
27.84,2002.386,16.386
27.65,2002.389,16.389
26.96,2002.392,16.392
26.67,2002.402,16.402
25.66,2002.405,16.405
25.8,2002.408,16.408
25.99,2002.411,16.411
25.04,2002.419,16.419
25.87,2002.422,16.422
26.51,2002.424,16.424
25.4,2002.427,16.427
20.7,2002.43,16.43
19.82,2002.438,16.438
19.02,2002.441,16.441
20.3,2002.444,16.444
19.86,2002.446,16.446
20.02,2002.449,16.449
21.22,2002.457,16.457
20.72,2002.46,16.46
18.9,2002.463,16.463
18.1,2002.465,16.465
17.62,2002.468,16.468
18.19,2002.476,16.476
17.24,2002.479,16.479
17.51,2002.482,16.482
17.55,2002.485,16.485
17.19,2002.487,16.487
16.5,2002.496,16.496
15.59,2002.498,16.498
16.7,2002.501,16.501
18.38,2002.507,16.507
17.4,2002.515,16.515
16.9,2002.517,16.517
15.81,2002.52,16.52
17.17,2002.523,16.523
16.93,2002.526,16.526
17.99,2002.534,16.534
17.27,2002.537,16.537
18.29,2002.539,16.539
18.05,2002.542,16.542
17.55,2002.545,16.545
17.18,2002.553,16.553
16.76,2002.556,16.556
17.59,2002.559,16.559
16.45,2002.561,16.561
16.76,2002.564,16.564
17.77,2002.572,16.572
17.85,2002.575,16.575
17.68,2002.578,16.578
16.52,2002.58,16.58
15.72,2002.583,16.583
14.96,2002.591,16.591
16.14,2002.594,16.594
16.69,2002.597,16.597
17.31,2002.6,16.6
16.82,2002.602,16.602
16.51,2002.611,16.611
15.73,2002.613,16.613
17.23,2002.616,16.616
17.53,2002.619,16.619
17.66,2002.621,16.621
18.33,2002.63,16.63
17.87,2002.632,16.632
18.45,2002.635,16.635
18.04,2002.638,16.638
16.92,2002.641,16.641
17.08,2002.649,16.649
16.18,2002.652,16.652
15.86,2002.654,16.654
16.14,2002.657,16.657
15.7,2002.66,16.66
14.94,2002.671,16.671
15.17,2002.674,16.674
14.23,2002.676,16.676
15.28,2002.679,16.679
15.15,2002.687,16.687
15.51,2002.69,16.69
15.65,2002.693,16.693
14.79,2002.695,16.695
15.1,2002.698,16.698
14.79,2002.706,16.706
14.67,2002.709,16.709
14.39,2002.712,16.712
14.11,2002.715,16.715
14.03,2002.717,16.717
13.31,2002.726,16.726
13.51,2002.728,16.728
14.32,2002.731,16.731
14.27,2002.734,16.734
13.77,2002.736,16.736
13.08,2002.745,16.745
13.82,2002.747,16.747
13.47,2002.75,16.75
13.04,2002.753,16.753
12.91,2002.756,16.756
13.02,2002.764,16.764
12.45,2002.767,16.767
12.68,2002.769,16.769
13.36,2002.772,16.772
14.34,2002.775,16.775
14.22,2002.783,16.783
15.56,2002.786,16.786
12.75,2002.789,16.789
13.4,2002.791,16.791
13.62,2002.794,16.794
14.55,2002.802,16.802
14.24,2002.805,16.805
15.22,2002.808,16.808
14.72,2002.81,16.81
15.63,2002.813,16.813
15.83,2002.821,16.821
15.45,2002.824,16.824
16,2002.827,16.827
16.3,2002.83,16.83
17.24,2002.832,16.832
17.68,2002.841,16.841
17.3,2002.843,16.843
18.06,2002.846,16.846
17.39,2002.849,16.849
17.11,2002.851,16.851
16.35,2002.86,16.86
16.77,2002.862,16.862
17.09,2002.865,16.865
18.11,2002.868,16.868
17.73,2002.871,16.871
17.49,2002.879,16.879
17.11,2002.882,16.882
18.06,2002.884,16.884
19.06,2002.887,16.887
18.91,2002.89,16.89
19.31,2002.898,16.898
19.05,2002.901,16.901
19.71,2002.903,16.903
19.69,2002.909,16.909
19.85,2002.917,16.917
19.15,2002.92,16.92
18.55,2002.923,16.923
17.88,2002.925,16.925
17.64,2002.928,16.928
16.67,2002.936,16.936
17.1,2002.939,16.939
17.12,2002.942,16.942
17.15,2002.945,16.945
16.58,2002.947,16.947
17.18,2002.956,16.956
16.87,2002.958,16.958
16.15,2002.961,16.961
16.03,2002.964,16.964
16.04,2002.966,16.966
16.23,2002.975,16.975
15.82,2002.977,16.977
15.74,2002.983,16.983
15.46,2002.986,16.986
14.86,2002.994,16.994
14.68,2002.997,16.997
15.74,2003.002,17.002
15.6,2003.005,17.005
16.2,2003.013,17.013
16.37,2003.016,17.016
15.73,2003.018,17.018
16.09,2003.021,17.021
16.43,2003.024,17.024
16.39,2003.032,17.032
16.77,2003.035,17.035
16.36,2003.038,17.038
16.22,2003.04,17.04
15.41,2003.043,17.043
15.36,2003.054,17.054
